inventory_id,date,region,product,supplier,warehouse,inventory_level,reorder_point,demand_forecast,lead_time_days,supplier_delay_days,order_quantity,unit_cost,holding_cost,stockout_count,supplier_rating,risk_level,on_time_delivery_rate,inventory_value,days_of_supply,shortage_risk
INV-000170,2024-03-19,West,Raw Material A,Supplier-018,WH-East,2758,1876,1579,22,13,580,37.65,7.82,13,3.1,Low,0.93,103838.7,52.4,0
INV-000171,2023-03-31,Central,Raw Material B,Supplier-045,WH-West,5213,720,619,56,5,540,30.23,7.32,2,2.6,Low,0.8,157588.99,252.6,0
INV-000172,2022-10-17,South,Packaging,Supplier-028,WH-Central,1914,1866,3821,55,23,2646,357.87,7.71,15,3.4,Low,0.82,684963.18,15.0,0
INV-000173,2022-07-29,East,Component Y,Supplier-027,WH-Central,2721,1140,4516,47,25,2253,393.89,8.21,16,3.1,High,0.8,1071774.69,18.1,0
INV-000174,2022-07-04,East,Equipment,Supplier-009,WH-Central,8713,888,3693,57,21,3519,333.15,4.25,15,2.5,Low,0.88,2902735.95,70.8,0
INV-000175,2022-07-13,West,Raw Material A,Supplier-010,WH-West,5305,1934,2540,3,12,4164,334.52,8.04,1,2.7,Low,0.75,1774628.6,62.7,0
INV-000176,2024-07-20,South,Finished Good 2,Supplier-041,WH-East,291,1592,1823,56,0,1971,459.57,3.91,1,4.4,Low,1.0,133734.87,4.8,1
INV-000177,2024-12-13,West,Raw Material B,Supplier-040,WH-West,9626,1729,3537,27,16,3012,223.06,4.45,15,3.6,Low,0.77,2147175.56,81.6,0
INV-000178,2024-08-13,North,Finished Good 1,Supplier-033,WH-East,3020,207,4993,43,25,3606,247.47,9.07,9,3.6,Medium,0.8,747359.4,18.1,0
INV-000179,2022-09-11,North,Component X,Supplier-010,WH-West,8993,1508,3891,42,29,1316,123.14,6.92,8,3.9,High,0.9,1107398.02,69.3,0
INV-000180,2022-04-09,East,Component Y,Supplier-032,WH-Central,8939,717,4404,49,27,451,499.92,2.87,13,5.0,Low,0.87,4468784.88,60.9,0
INV-000181,2023-02-11,Central,Component X,Supplier-045,WH-East,652,110,924,40,19,3341,472.21,6.82,15,3.1,Low,0.89,307880.92,21.2,0
INV-000182,2023-05-09,West,Component Y,Supplier-014,WH-West,1271,346,2880,5,3,4486,118.12,1.96,18,3.4,Low,1.0,150130.52,13.2,0
INV-000183,2022-07-07,East,Finished Good 2,Supplier-018,WH-North,4313,1282,3905,51,13,1604,114.64,2.97,17,2.9,Low,0.77,494442.32,33.1,0
INV-000184,2023-02-10,North,Raw Material A,Supplier-002,WH-South,7803,830,2835,13,22,1282,386.66,1.03,16,2.4,Low,0.8,3017107.98,82.6,0
INV-000185,2024-10-05,West,Finished Good 1,Supplier-036,WH-East,4872,1504,4811,24,28,604,93.66,6.96,17,3.7,Medium,0.8,456311.52,30.4,0
INV-000186,2023-03-20,East,Component X,Supplier-011,WH-Central,5865,976,592,31,4,4489,101.72,9.51,5,3.8,Low,0.95,596587.8,297.2,0
INV-000187,2022-10-03,Central,Packaging,Supplier-019,WH-West,2721,1956,3463,32,24,2486,427.73,9.37,8,3.3,Medium,0.83,1163853.33,23.6,0
INV-000188,2024-04-09,East,Component Y,Supplier-041,WH-West,8146,1677,4071,15,19,4016,297.46,8.18,17,1.3,Low,0.87,2423109.16,60.0,0
INV-000189,2023-10-24,North,Finished Good 1,Supplier-029,WH-East,7366,1027,3406,36,4,405,140.67,2.02,4,1.1,Low,0.71,1036175.22,64.9,0
INV-000190,2023-04-08,South,Finished Good 2,Supplier-019,WH-South,598,1358,3522,47,9,4472,201.53,8.52,19,4.2,Low,0.94,120514.94,5.1,1
INV-000191,2022-03-22,East,Raw Material B,Supplier-041,WH-South,3860,1642,2513,48,10,2788,86.63,0.53,13,1.4,Low,0.78,334391.8,46.1,0
INV-000192,2024-04-12,South,Equipment,Supplier-048,WH-Central,3250,1232,3511,57,12,3191,296.94,9.21,10,2.5,Low,0.79,965055.0,27.8,0
INV-000193,2022-03-13,South,Component X,Supplier-014,WH-East,5986,1234,936,28,5,3214,78.78,7.19,5,1.9,Low,0.84,471577.08,191.9,0
INV-000194,2022-06-07,East,Equipment,Supplier-037,WH-Central,9168,1085,225,32,18,3193,160.3,2.16,18,4.2,High,0.7,1469630.4,1222.4,0
INV-000195,2022-06-21,North,Packaging,Supplier-023,WH-East,513,1284,1477,53,12,2020,484.53,5.86,14,1.6,Low,0.73,248563.89,10.4,1
INV-000196,2024-10-31,South,Raw Material A,Supplier-024,WH-South,8372,368,3704,23,13,1276,284.46,6.46,7,2.7,Medium,0.94,2381499.12,67.8,0
INV-000197,2024-10-14,South,Raw Material A,Supplier-029,WH-Central,7785,1258,3891,41,4,351,174.37,3.05,14,4.7,Medium,0.99,1357470.45,60.0,0
INV-000198,2023-11-02,East,Packaging,Supplier-009,WH-East,7538,1351,1756,41,6,3672,462.83,8.59,11,4.8,High,0.93,3488812.54,128.8,0
INV-000199,2024-03-08,North,Finished Good 2,Supplier-018,WH-Central,2180,1547,3676,35,11,607,185.58,5.37,16,3.3,Low,0.7,404564.4,17.8,0
INV-000200,2022-07-15,West,Raw Material B,Supplier-041,WH-North,1674,1595,280,27,18,1525,362.84,5.86,9,3.9,Medium,0.85,607394.16,179.4,0
INV-000201,2024-08-03,West,Raw Material B,Supplier-001,WH-Central,2662,945,4150,58,22,4947,165.21,8.92,5,1.2,Low,0.92,439789.02,19.2,0
INV-000202,2024-10-22,Central,Component X,Supplier-024,WH-East,4615,1708,2911,11,21,4894,152.22,6.72,16,1.6,Medium,0.87,702495.3,47.6,0
INV-000203,2024-04-13,East,Raw Material B,Supplier-020,WH-North,2189,312,249,59,25,3916,237.24,6.1,5,1.6,Low,0.96,519318.36,263.7,0
INV-000204,2024-12-10,South,Component X,Supplier-004,WH-South,8398,465,1608,14,17,2737,278.92,1.7,16,4.3,High,0.76,2342370.16,156.7,0
INV-000205,2022-01-18,North,Finished Good 2,Supplier-013,WH-North,3295,746,56,27,7,4013,215.4,5.65,4,4.2,High,0.99,709743.0,1765.2,0
INV-000206,2022-01-22,South,Packaging,Supplier-014,WH-South,1746,742,4850,20,17,3989,416.41,9.18,10,2.7,Critical,0.96,727051.86,10.8,0
INV-000207,2023-01-14,West,Finished Good 1,Supplier-014,WH-West,3531,591,3840,45,1,3061,346.46,6.26,1,3.2,Medium,0.97,1223350.26,27.6,0
INV-000208,2023-03-04,North,Component Y,Supplier-026,WH-Central,7494,1467,663,45,9,1899,481.1,3.2,19,2.5,Low,0.74,3605363.4,339.1,0
INV-000209,2022-02-24,North,Raw Material B,Supplier-026,WH-West,8484,1084,1415,48,24,2516,192.13,8.37,16,3.1,High,0.86,1630030.92,179.9,0
INV-000210,2022-03-02,East,Equipment,Supplier-044,WH-Central,9302,733,2257,13,3,3464,271.1,4.63,8,1.1,Low,0.79,2521772.2,123.6,0
INV-000211,2022-08-07,East,Finished Good 2,Supplier-038,WH-South,8289,1396,1301,48,1,3608,433.57,1.25,14,3.3,Medium,0.88,3593861.73,191.1,0
INV-000212,2023-11-17,Central,Finished Good 1,Supplier-005,WH-South,371,238,2391,17,5,4230,137.79,5.09,8,3.2,Critical,0.89,51120.09,4.7,0
INV-000213,2024-04-29,East,Raw Material B,Supplier-005,WH-South,705,203,4445,50,28,2547,374.71,7.73,6,2.5,Low,0.79,264170.55,4.8,0
INV-000214,2022-08-18,South,Finished Good 1,Supplier-005,WH-Central,5199,1981,4548,34,14,1300,295.96,9.23,18,4.2,Low,0.87,1538696.04,34.3,0
INV-000215,2022-09-19,North,Finished Good 1,Supplier-018,WH-North,4225,355,3458,32,26,1510,296.32,6.81,19,3.5,High,0.96,1251952.0,36.7,0
INV-000216,2024-12-08,South,Component X,Supplier-042,WH-East,8272,1125,2179,31,26,1018,131.86,8.47,5,2.9,High,0.97,1090745.92,113.9,0
INV-000217,2022-01-27,Central,Packaging,Supplier-021,WH-East,6726,981,1867,56,6,3415,135.7,7.62,12,2.4,Low,0.89,912718.2,108.1,0
INV-000218,2023-05-16,North,Raw Material A,Supplier-025,WH-North,9789,1985,876,52,3,1273,465.85,2.23,7,2.1,Medium,0.88,4560205.65,335.2,0
INV-000219,2024-02-12,Central,Packaging,Supplier-038,WH-South,9038,595,2207,47,17,3537,21.31,9.85,11,4.2,Low,0.89,192599.78,122.9,0
INV-000220,2023-11-15,North,Finished Good 1,Supplier-014,WH-West,8712,1537,2700,21,5,2884,272.84,1.04,18,3.3,Low,0.86,2376982.08,96.8,0
INV-000221,2024-08-25,East,Component X,Supplier-049,WH-West,1982,790,2663,42,16,1801,345.5,3.1,7,1.7,Medium,0.85,684781.0,22.3,0
INV-000222,2024-10-15,East,Packaging,Supplier-041,WH-North,9965,1838,3978,34,13,994,91.43,7.75,4,1.8,Low,0.81,911099.95,75.2,0
INV-000223,2023-06-25,West,Raw Material B,Supplier-043,WH-North,6885,1236,4283,54,23,3752,266.85,1.77,3,3.5,High,0.82,1837262.25,48.2,0
INV-000224,2023-08-04,West,Raw Material B,Supplier-040,WH-Central,5170,422,2806,15,8,2591,451.79,5.9,0,1.5,High,0.75,2335754.3,55.3,0
INV-000225,2022-09-03,West,Raw Material B,Supplier-042,WH-Central,9100,665,4290,28,23,1615,405.35,6.49,0,3.6,High,0.72,3688685.0,63.6,0
INV-000226,2024-04-30,West,Equipment,Supplier-048,WH-West,7773,1417,3086,21,29,3666,440.57,7.03,8,5.0,Medium,0.88,3424550.61,75.6,0
INV-000227,2022-01-07,East,Packaging,Supplier-030,WH-South,2513,896,3423,43,17,575,208.66,2.03,9,5.0,Medium,0.82,524362.58,22.0,0
INV-000228,2023-03-14,Central,Component Y,Supplier-022,WH-South,7990,167,2536,7,19,4011,308.78,2.47,1,4.8,Low,0.85,2467152.2,94.5,0
INV-000229,2024-03-13,South,Component Y,Supplier-018,WH-West,8405,1795,1875,25,10,1630,93.67,1.68,18,1.7,Medium,0.88,787296.35,134.5,0
INV-000230,2024-01-24,West,Component Y,Supplier-010,WH-West,7758,662,517,45,23,900,432.26,2.13,9,2.6,Low,0.86,3353473.08,450.2,0
INV-000231,2023-12-10,Central,Raw Material B,Supplier-024,WH-Central,1084,1913,2610,22,25,3577,76.78,8.41,5,3.6,Critical,0.83,83229.52,12.5,1
INV-000232,2022-10-02,West,Raw Material B,Supplier-028,WH-West,5594,1434,3587,54,29,4953,61.24,1.58,13,3.6,Low,0.93,342576.56,46.8,0
INV-000233,2022-04-29,West,Component Y,Supplier-048,WH-Central,8263,1820,3335,15,10,4164,407.6,4.31,16,2.2,Low,0.76,3367998.8,74.3,0
INV-000234,2022-06-06,East,Component X,Supplier-009,WH-West,6467,437,2300,28,2,4765,179.62,0.65,4,1.0,Low,0.72,1161602.54,84.4,0
INV-000235,2023-09-30,Central,Raw Material B,Supplier-025,WH-South,2527,430,2560,24,29,4291,368.57,7.75,18,2.3,High,0.92,931376.39,29.6,0
INV-000236,2022-05-26,West,Raw Material B,Supplier-016,WH-North,6757,646,2332,49,27,498,486.74,9.59,0,3.9,Low,0.74,3288902.18,86.9,0
INV-000237,2022-09-10,East,Component X,Supplier-011,WH-North,2909,1079,3104,56,6,4542,171.61,3.34,14,2.7,Low,0.99,499213.49,28.1,0
INV-000238,2024-12-13,North,Raw Material A,Supplier-049,WH-South,7012,1633,3016,9,7,2063,473.34,3.4,10,4.2,Medium,0.79,3319060.08,69.7,0
INV-000239,2023-08-11,West,Packaging,Supplier-009,WH-South,2628,1579,767,56,13,2946,131.23,5.95,13,5.0,Medium,0.87,344872.44,102.8,0
INV-000240,2022-08-11,North,Equipment,Supplier-009,WH-South,1449,1549,1929,50,3,2431,387.35,1.75,19,3.1,Medium,0.85,561270.15,22.5,1
INV-000241,2023-08-22,South,Raw Material A,Supplier-048,WH-North,2172,562,3950,32,29,1402,278.12,6.22,6,3.2,Medium,0.82,604076.64,16.5,0
INV-000242,2023-04-08,East,Finished Good 2,Supplier-050,WH-Central,7859,1621,3691,15,27,2715,387.23,5.73,16,4.7,High,0.88,3043240.57,63.9,0
INV-000243,2023-04-19,North,Component Y,Supplier-033,WH-East,9047,1943,376,42,4,4217,121.12,4.29,19,4.5,Low,0.96,1095772.64,721.8,0
INV-000244,2024-03-24,Central,Component X,Supplier-049,WH-Central,8888,1205,3139,11,10,3037,391.57,7.16,2,1.4,High,0.89,3480274.16,84.9,0
INV-000245,2024-12-21,Central,Component X,Supplier-003,WH-South,9086,152,4733,33,28,1838,361.41,5.66,14,1.8,Low,0.71,3283771.26,57.6,0
INV-000246,2024-09-04,East,Component Y,Supplier-001,WH-North,8935,684,267,12,17,3834,53.13,8.52,15,1.4,Medium,0.83,474716.55,1003.9,0
INV-000247,2023-12-04,South,Component Y,Supplier-036,WH-South,1046,1705,233,6,29,4324,311.29,7.41,12,1.3,Medium,0.71,325609.34,134.7,1
INV-000248,2022-02-24,West,Packaging,Supplier-048,WH-East,6043,1266,3170,42,6,3122,193.13,6.01,11,3.4,Medium,0.96,1167084.59,57.2,0
INV-000249,2022-10-13,North,Raw Material B,Supplier-020,WH-North,1385,1784,1441,27,12,2235,436.87,3.51,12,1.2,High,0.95,605064.95,28.8,1
INV-000250,2024-04-14,Central,Raw Material A,Supplier-024,WH-East,8053,240,4019,20,15,896,167.63,0.77,18,3.1,Low,0.84,1349924.39,60.1,0
INV-000251,2023-02-03,North,Packaging,Supplier-029,WH-West,1923,734,4617,2,8,1938,355.66,4.03,6,4.0,Medium,0.99,683934.18,12.5,0
INV-000252,2022-12-16,Central,Component X,Supplier-034,WH-Central,7137,809,3897,51,10,4794,297.19,7.84,14,2.8,Low,0.91,2121045.03,54.9,0
INV-000253,2022-11-19,Central,Component X,Supplier-005,WH-North,820,1246,1317,13,6,971,309.48,8.97,9,4.3,Low,0.79,253773.6,18.7,1
INV-000254,2023-03-18,North,Finished Good 1,Supplier-041,WH-Central,5488,1318,1347,55,26,3843,69.72,8.58,15,4.5,Low,0.7,382623.36,122.2,0
INV-000255,2024-11-01,East,Raw Material B,Supplier-019,WH-South,2783,1043,1178,9,13,2817,119.99,4.01,10,1.1,Low,0.92,333932.17,70.9,0
INV-000256,2022-10-30,East,Raw Material A,Supplier-034,WH-West,5306,1128,4152,11,4,2124,323.69,0.78,10,1.5,Low,0.76,1717499.14,38.3,0
INV-000257,2022-05-31,North,Raw Material A,Supplier-002,WH-East,6331,1346,1880,58,29,343,18.66,9.41,4,4.6,Medium,0.99,118136.46,101.0,0
INV-000258,2023-05-07,West,Finished Good 1,Supplier-043,WH-North,2483,329,3435,7,10,1852,448.95,6.99,8,3.6,Critical,0.88,1114742.85,21.7,0
INV-000259,2024-07-13,South,Raw Material B,Supplier-012,WH-West,2253,565,4128,25,1,440,359.75,5.06,9,4.0,Low,0.81,810516.75,16.4,0
INV-000260,2023-07-18,East,Packaging,Supplier-011,WH-North,7104,592,4821,7,23,1339,38.91,7.89,9,3.2,Low,0.73,276416.64,44.2,0
INV-000261,2023-11-18,Central,Raw Material A,Supplier-048,WH-North,7218,577,411,22,3,2699,292.84,1.35,6,3.0,Low,0.91,2113719.12,526.9,0
INV-000262,2023-11-23,Central,Component Y,Supplier-022,WH-West,1106,1601,2611,27,12,4336,497.63,1.33,9,2.4,Critical,0.73,550378.78,12.7,1
INV-000263,2024-05-06,West,Equipment,Supplier-023,WH-West,6889,787,3978,32,2,3557,44.86,7.22,9,4.4,Medium,0.83,309040.54,52.0,0
INV-000264,2022-06-07,North,Raw Material B,Supplier-040,WH-Central,8587,683,1047,47,19,4772,12.55,1.14,13,4.1,Low,0.98,107766.85,246.0,0
INV-000265,2022-07-08,West,Finished Good 2,Supplier-017,WH-Central,5385,654,4072,48,0,645,180.1,0.97,2,1.7,Low,0.94,969838.5,39.7,0
INV-000266,2023-06-07,North,Raw Material A,Supplier-045,WH-South,6620,755,165,12,24,1143,236.4,7.34,7,1.7,Medium,0.91,1564968.0,1203.6,0
INV-000267,2022-03-16,Central,Component Y,Supplier-035,WH-West,9050,1903,3700,19,13,3940,279.43,7.54,0,1.9,Low,0.76,2528841.5,73.4,0
INV-000268,2023-08-26,West,Packaging,Supplier-040,WH-East,8416,436,1293,28,6,2060,227.5,4.42,7,5.0,Critical,0.86,1914640.0,195.3,0
INV-000269,2022-09-24,East,Finished Good 2,Supplier-010,WH-East,8975,364,1261,12,23,1277,324.28,4.22,18,3.2,High,0.99,2910413.0,213.5,0
INV-000270,2024-11-30,North,Equipment,Supplier-027,WH-South,5843,1862,647,19,20,801,388.58,4.7,18,3.0,Low,0.87,2270472.94,270.9,0
INV-000271,2024-04-14,North,Finished Good 1,Supplier-011,WH-East,9997,1855,2804,36,14,2743,31.19,4.01,0,4.2,Low,0.72,311806.43,107.0,0
INV-000272,2022-03-29,East,Raw Material A,Supplier-050,WH-South,7627,1782,4944,14,19,267,210.73,4.74,5,2.4,Low,0.86,1607237.71,46.3,0
INV-000273,2024-01-22,Central,Raw Material B,Supplier-042,WH-Central,8261,1550,3229,19,13,1110,74.11,2.26,16,2.8,High,0.75,612222.71,76.8,0
INV-000274,2022-02-13,South,Component X,Supplier-006,WH-East,669,122,906,54,8,2176,326.18,6.05,0,2.9,Low,0.72,218214.42,22.2,0
INV-000275,2023-11-23,Central,Finished Good 2,Supplier-008,WH-North,1936,1139,4788,35,20,2267,336.31,5.41,14,3.5,Low,0.97,651096.16,12.1,0
INV-000276,2023-05-02,East,Finished Good 1,Supplier-015,WH-East,1725,767,2330,29,22,3709,407.69,6.82,5,1.5,Medium,0.88,703265.25,22.2,0
INV-000277,2024-10-05,East,Component X,Supplier-017,WH-East,8916,751,3660,37,6,2238,426.54,2.23,16,1.9,High,0.75,3803030.64,73.1,0
INV-000278,2024-03-20,North,Raw Material B,Supplier-001,WH-South,9605,1144,1174,5,4,2626,498.21,1.34,6,3.8,Critical,0.76,4785307.05,245.4,0
INV-000279,2024-05-27,West,Packaging,Supplier-011,WH-Central,586,1116,4604,55,7,4208,35.0,8.16,2,1.2,High,0.75,20510.0,3.8,1
INV-000280,2024-06-10,Central,Finished Good 2,Supplier-047,WH-East,3320,352,3652,17,16,2718,426.44,9.09,0,3.1,Medium,0.91,1415780.8,27.3,0
INV-000281,2022-04-05,North,Raw Material A,Supplier-028,WH-Central,6723,286,1366,58,26,734,466.26,2.13,11,4.1,Low,0.9,3134665.98,147.7,0
INV-000282,2024-11-29,South,Finished Good 2,Supplier-042,WH-East,456,642,4710,28,1,4629,469.9,4.45,14,1.3,Medium,0.73,214274.4,2.9,1
INV-000283,2022-07-16,East,Packaging,Supplier-009,WH-South,2795,1602,4367,49,14,3830,19.18,7.39,3,4.8,Medium,0.84,53608.1,19.2,0
INV-000284,2022-08-27,North,Packaging,Supplier-018,WH-Central,9528,1341,1099,52,26,403,329.96,5.48,11,2.0,Medium,0.78,3143858.88,260.1,0
INV-000285,2022-09-21,Central,Packaging,Supplier-012,WH-South,1755,1488,2338,35,17,3833,430.72,5.89,17,2.4,Critical,0.75,755913.6,22.5,0
INV-000286,2024-05-23,West,Equipment,Supplier-013,WH-Central,4808,1551,1982,10,3,1111,94.77,3.75,2,2.4,Medium,0.83,455654.16,72.8,0
INV-000287,2022-02-06,East,Raw Material A,Supplier-036,WH-South,5802,333,3191,3,13,3835,288.53,1.64,6,2.1,Low,0.86,1674051.06,54.5,0
INV-000288,2022-03-28,West,Raw Material B,Supplier-046,WH-East,9498,1682,2373,7,8,2692,231.35,9.62,13,3.5,Medium,0.7,2197362.3,120.1,0
INV-000289,2023-01-31,Central,Raw Material B,Supplier-022,WH-West,7028,1501,4257,25,20,4133,92.53,7.56,12,3.9,Medium,0.84,650300.84,49.5,0
INV-000290,2022-04-24,East,Packaging,Supplier-029,WH-South,516,112,4626,17,29,3498,196.36,3.55,10,3.6,Low,0.87,101321.76,3.3,0
INV-000291,2024-12-01,West,Finished Good 1,Supplier-035,WH-East,6890,438,2189,24,14,1287,151.55,7.29,8,3.3,Low,0.89,1044179.5,94.4,0
INV-000292,2023-02-21,East,Raw Material B,Supplier-030,WH-Central,7543,1489,1375,20,18,1166,424.99,4.21,12,2.3,Low,0.77,3205699.57,164.6,0
INV-000293,2024-01-10,South,Raw Material B,Supplier-012,WH-South,875,1909,3109,31,21,3039,366.9,2.35,6,1.6,Low,0.74,321037.5,8.4,1
INV-000294,2024-03-10,East,Raw Material A,Supplier-001,WH-North,4980,1372,3352,19,21,2574,4.3,6.94,6,2.0,Medium,0.98,21414.0,44.6,0
INV-000295,2024-03-25,East,Finished Good 1,Supplier-018,WH-West,1920,1248,3525,30,11,4640,278.92,4.4,10,1.6,Low,0.97,535526.4,16.3,0
INV-000296,2022-07-01,East,Finished Good 2,Supplier-016,WH-East,7723,647,3689,5,14,1639,16.9,1.59,9,1.6,Critical,0.77,130518.7,62.8,0
INV-000297,2022-02-25,East,Raw Material A,Supplier-048,WH-North,2281,332,554,10,21,4891,461.25,3.67,14,1.6,Critical,0.92,1052111.25,123.5,0
INV-000298,2024-03-02,South,Finished Good 1,Supplier-025,WH-South,9214,1671,1729,25,2,3793,20.15,4.21,12,2.9,High,0.86,185662.1,159.9,0
INV-000299,2022-11-12,South,Component X,Supplier-027,WH-West,8083,446,143,15,13,4549,92.65,4.18,6,4.0,Medium,0.92,748889.95,1695.7,0
INV-000300,2024-07-22,East,Component X,Supplier-013,WH-East,5407,1511,152,21,28,4934,102.12,5.93,10,3.5,Low,0.94,552162.84,1067.2,0
INV-000301,2022-05-29,East,Packaging,Supplier-040,WH-East,5474,1857,1414,44,20,1388,401.75,4.65,1,5.0,Low,0.84,2199179.5,116.1,0
INV-000302,2023-10-19,Central,Equipment,Supplier-036,WH-South,5260,282,3336,50,15,4123,234.51,7.53,5,2.9,Low,0.98,1233522.6,47.3,0
INV-000303,2023-03-12,Central,Component Y,Supplier-021,WH-Central,6299,890,4907,48,28,3142,84.46,6.42,6,1.7,Medium,0.86,532013.54,38.5,0
INV-000304,2022-07-24,Central,Raw Material B,Supplier-007,WH-Central,4857,374,1127,16,11,4181,70.0,5.48,4,1.6,Medium,0.74,339990.0,129.3,0
INV-000305,2022-12-26,East,Finished Good 2,Supplier-005,WH-North,6279,1325,1159,29,21,2586,188.7,7.74,3,1.1,Medium,0.93,1184847.3,162.5,0
INV-000306,2023-03-24,Central,Raw Material A,Supplier-020,WH-West,4993,950,2726,38,7,3960,284.37,9.35,6,3.4,High,0.94,1419859.41,54.9,0
INV-000307,2023-06-05,North,Finished Good 1,Supplier-009,WH-East,2289,1868,3825,43,3,4746,397.96,2.63,13,1.1,Low,0.97,910930.44,18.0,0
INV-000308,2023-11-29,South,Component Y,Supplier-007,WH-South,4410,1430,2623,45,3,1349,387.85,8.01,2,4.6,Low,0.97,1710418.5,50.4,0
INV-000309,2023-12-30,West,Component X,Supplier-002,WH-West,1850,256,2010,28,8,2824,20.82,4.59,1,4.1,High,0.89,38517.0,27.6,0
INV-000310,2022-04-17,East,Component Y,Supplier-017,WH-North,4524,476,1905,37,16,653,324.81,5.89,13,4.7,Critical,0.74,1469440.44,71.2,0
INV-000311,2024-05-30,South,Raw Material A,Supplier-041,WH-East,2173,727,2788,8,24,4671,9.04,8.3,13,3.1,Medium,0.86,19643.92,23.4,0
INV-000312,2024-11-08,South,Component Y,Supplier-003,WH-North,2138,1620,1859,15,22,3160,285.52,5.78,8,3.6,Low,0.82,610441.76,34.5,0
INV-000313,2023-01-11,West,Component Y,Supplier-032,WH-Central,4577,1416,4378,32,9,1438,88.85,2.23,7,1.4,Low,0.94,406666.45,31.4,0
INV-000314,2024-06-12,West,Component X,Supplier-026,WH-South,8928,663,3930,50,8,2937,430.54,9.79,3,1.2,Low,0.77,3843861.12,68.2,0
INV-000315,2022-08-11,North,Finished Good 2,Supplier-009,WH-Central,2529,997,4214,53,26,3799,192.38,8.49,13,4.7,Medium,0.74,486529.02,18.0,0
INV-000316,2024-09-21,North,Component Y,Supplier-038,WH-North,801,446,3201,16,18,3143,420.77,1.5,18,1.5,Medium,0.81,337036.77,7.5,0
INV-000317,2024-09-20,North,Component Y,Supplier-018,WH-West,4048,172,3501,24,23,4875,457.5,2.13,7,1.5,Low,0.73,1851960.0,34.7,0
INV-000318,2024-05-19,West,Finished Good 1,Supplier-005,WH-Central,315,640,4211,16,20,569,200.58,3.85,9,3.8,High,0.79,63182.7,2.2,1
INV-000319,2022-10-20,Central,Packaging,Supplier-038,WH-Central,6832,896,2708,57,23,4588,297.33,5.0,14,2.8,Medium,0.91,2031358.56,75.7,0
INV-000320,2023-03-08,East,Component X,Supplier-039,WH-West,5096,142,2371,8,16,3855,465.91,2.04,6,4.3,High,0.88,2374277.36,64.5,0
INV-000321,2024-12-10,South,Raw Material A,Supplier-020,WH-North,5732,1676,854,15,13,3905,123.49,4.76,0,2.4,High,0.75,707844.68,201.4,0
INV-000322,2023-06-25,North,Raw Material B,Supplier-028,WH-North,4119,666,4660,52,24,2896,45.43,4.74,3,1.8,High,0.84,187126.17,26.5,0
INV-000323,2023-08-18,Central,Raw Material A,Supplier-028,WH-East,8721,353,3474,15,6,1308,259.35,2.94,3,3.2,Medium,0.78,2261791.35,75.3,0
INV-000324,2022-03-24,Central,Component X,Supplier-050,WH-West,9732,1463,3291,6,12,4659,275.95,1.9,7,3.9,Low,0.82,2685545.4,88.7,0
INV-000325,2022-08-26,West,Component Y,Supplier-025,WH-North,7267,1103,3482,16,1,2837,217.27,2.02,7,1.7,Medium,0.79,1578901.09,62.6,0
INV-000326,2023-05-11,South,Component X,Supplier-026,WH-West,8524,1456,518,49,2,1932,484.52,8.39,14,4.7,Medium,0.72,4130048.48,493.7,0
INV-000327,2023-09-15,Central,Raw Material B,Supplier-020,WH-South,5536,387,1956,11,22,540,211.4,8.06,18,1.8,Low,0.91,1170310.4,84.9,0
INV-000328,2022-01-11,East,Finished Good 2,Supplier-023,WH-East,6503,1343,1357,1,8,1215,279.01,0.69,19,4.8,Medium,0.88,1814402.03,143.8,0
INV-000329,2024-12-16,North,Packaging,Supplier-014,WH-West,4556,1673,493,19,11,4527,30.42,2.56,12,1.6,Medium,0.9,138593.52,277.2,0
INV-000330,2024-07-05,North,Raw Material B,Supplier-033,WH-Central,9284,1724,168,49,20,2159,22.86,0.77,6,1.5,Low,0.92,212232.24,1657.9,0
INV-000331,2023-02-02,West,Packaging,Supplier-024,WH-South,5297,1951,1562,14,26,1419,291.64,1.8,13,1.7,Medium,0.91,1544817.08,101.7,0
INV-000332,2023-12-03,Central,Packaging,Supplier-040,WH-North,2541,654,338,40,10,1715,458.61,1.24,18,2.5,Low,0.98,1165328.01,225.5,0
INV-000333,2023-09-04,East,Component X,Supplier-004,WH-East,6280,750,4708,10,15,976,411.4,7.74,3,2.9,Low,0.95,2583592.0,40.0,0
INV-000334,2023-05-02,Central,Packaging,Supplier-045,WH-North,1133,1078,1645,7,1,1983,282.38,3.88,7,3.5,Low,0.87,319936.54,20.7,0
INV-000335,2024-09-03,West,Component Y,Supplier-015,WH-West,1041,1047,1381,18,4,4989,251.24,7.16,15,2.2,Medium,0.74,261540.84,22.6,1
