record_id,date,region,country,category,indicator,value,target_value,previous_year_value,population_affected,budget_allocated,budget_spent,projects_completed,projects_in_progress,satisfaction_rating,trend_direction,priority_level,year_over_year_change,target_achievement,budget_utilization
PUB-00157,2023-04-24,South,Germany,Housing,Income Inequality,37.8,95.45,83.78,3298373,44728404.41,45439513.29,10,33,3.3,Improving,High,-54.88,39.6,101.59
PUB-00158,2024-07-15,South,Canada,Climate,School Enrollment Rate,85.44,93.37,59.31,9573278,43185753.8,36365940.0,83,26,3.2,Declining,High,44.06,91.51,84.21
PUB-00159,2023-07-14,North,USA,Infrastructure,Unemployment Rate,91.39,79.27,21.77,6535549,7152737.31,9055571.26,97,15,1.6,Stable,Medium,319.8,115.29,126.6
PUB-00160,2024-01-31,North,USA,Infrastructure,Air Quality Index,22.57,89.41,26.99,9708962,39190774.64,45637729.68,70,30,3.9,Stable,Medium,-16.38,25.24,116.45
PUB-00161,2024-06-28,Central,UK,Education,Access to Clean Water,66.37,86.47,87.56,4654556,39615846.82,47155983.73,94,31,1.7,Declining,Critical,-24.2,76.75,119.03
PUB-00162,2022-03-30,East,Japan,Education,CO2 Emissions,95.87,58.91,17.52,4664095,47623713.13,30641657.89,75,3,2.8,Improving,High,447.2,162.74,64.34
PUB-00163,2022-06-19,East,France,Employment,Hospital Beds per 1000,89.63,81.71,73.69,986017,7592936.51,35735319.14,4,43,3.1,Improving,Low,21.63,109.69,470.64
PUB-00164,2024-03-28,East,Mexico,Housing,Renewable Energy %,44.69,96.6,86.23,5470442,6446707.98,13797925.91,89,22,1.5,Stable,High,-48.17,46.26,214.03
PUB-00165,2023-10-14,East,India,Housing,Access to Clean Water,93.97,63.76,24.08,5872193,46212457.24,35482133.29,31,30,3.9,Improving,Medium,290.24,147.38,76.78
PUB-00166,2022-10-22,Central,Brazil,Housing,CO2 Emissions,48.93,85.89,27.2,3584251,6855571.11,14977118.29,1,17,4.8,Declining,Medium,79.89,56.97,218.47
PUB-00167,2024-06-28,South,USA,Housing,CO2 Emissions,68.78,64.65,14.56,2832954,42643287.43,2339264.72,43,23,1.9,Stable,Medium,372.39,106.39,5.49
PUB-00168,2024-04-28,South,USA,Education,Life Expectancy,21.07,67.6,91.53,2423685,37695516.85,34016253.63,86,46,1.0,Improving,High,-76.98,31.17,90.24
PUB-00169,2022-07-10,North,India,Education,Renewable Energy %,74.01,78.84,69.86,4527269,17701328.19,21542797.36,93,7,2.5,Stable,High,5.94,93.87,121.7
PUB-00170,2023-04-02,North,USA,Health,CO2 Emissions,42.85,65.7,22.17,3603498,17198407.99,2660561.43,19,23,3.9,Declining,Medium,93.28,65.22,15.47
PUB-00171,2024-05-06,North,Mexico,Infrastructure,School Enrollment Rate,65.27,79.98,66.47,7023668,6043604.27,5360600.14,73,24,3.7,Improving,High,-1.81,81.61,88.7
PUB-00172,2022-05-22,North,Brazil,Health,Air Quality Index,74.58,59.32,63.29,4494038,8732859.85,11766122.8,37,36,1.2,Stable,Medium,17.84,125.72,134.73
PUB-00173,2023-09-05,North,Australia,Employment,Renewable Energy %,33.68,94.41,31.19,4161684,22005468.08,8765252.44,7,16,1.1,Declining,High,7.98,35.67,39.83
PUB-00174,2022-04-30,South,Canada,Infrastructure,CO2 Emissions,59.72,82.35,66.83,4123775,36314080.39,40330841.7,60,24,2.4,Improving,High,-10.64,72.52,111.06
PUB-00175,2022-10-14,West,UK,Employment,Housing Affordability Index,13.93,83.38,77.36,4404012,28835986.41,17957369.68,65,9,2.2,Improving,Low,-81.99,16.71,62.27
PUB-00176,2024-01-03,Central,Germany,Climate,Unemployment Rate,16.3,77.96,66.14,1437257,26315736.73,4040051.39,45,17,2.6,Declining,Medium,-75.36,20.91,15.35
PUB-00177,2023-03-27,East,India,Health,Hospital Beds per 1000,76.95,85.94,38.52,3384182,20900260.33,23507260.39,21,38,4.3,Declining,Low,99.77,89.54,112.47
PUB-00178,2022-02-11,East,Australia,Education,Access to Clean Water,68.66,92.69,29.93,3778488,20563818.87,7993598.48,79,28,3.0,Improving,High,129.4,74.07,38.87
PUB-00179,2024-11-14,East,Germany,Education,Unemployment Rate,29.95,83.14,74.54,7795286,30737564.64,6554861.01,25,40,4.5,Stable,Critical,-59.82,36.02,21.33
PUB-00180,2023-07-29,West,Australia,Education,Renewable Energy %,50.39,70.69,44.94,9310927,7353372.09,25052222.06,75,16,3.5,Stable,High,12.13,71.28,340.69
PUB-00181,2023-02-03,North,UK,Infrastructure,Air Quality Index,72.6,83.74,31.45,2611668,40052307.94,10627890.66,18,6,1.4,Stable,Medium,130.84,86.7,26.54
PUB-00182,2024-09-07,Central,UK,Climate,Housing Affordability Index,54.42,95.07,56.15,6580496,7811479.27,11246480.82,21,8,3.0,Stable,High,-3.08,57.24,143.97
PUB-00183,2024-03-27,West,Canada,Housing,Housing Affordability Index,93.46,73.49,89.6,393323,16854051.25,26101313.36,61,10,1.1,Stable,Low,4.31,127.17,154.87
PUB-00184,2022-11-26,North,India,Health,Access to Clean Water,89.27,96.1,85.07,3452201,31930712.75,47560311.89,54,36,2.7,Improving,High,4.94,92.89,148.95
PUB-00185,2024-03-25,North,Canada,Health,Hospital Beds per 1000,67.12,84.79,13.53,3171549,35997073.87,47290704.54,86,36,2.7,Improving,Critical,396.08,79.16,131.37
PUB-00186,2023-08-29,South,Australia,Health,Air Quality Index,90.92,52.62,32.51,8470606,12820077.01,47783407.19,8,17,4.0,Improving,Medium,179.67,172.79,372.72
PUB-00187,2023-07-06,West,France,Education,Unemployment Rate,68.52,56.71,60.11,947727,13816715.55,3136201.03,18,31,3.0,Stable,Low,13.99,120.83,22.7
PUB-00188,2023-09-10,North,India,Infrastructure,Access to Clean Water,64.19,80.86,41.16,8233830,27471148.11,42304201.95,0,28,4.2,Declining,High,55.95,79.38,154.0
PUB-00189,2024-07-30,West,Australia,Education,Renewable Energy %,87.78,75.49,57.21,3944309,17963177.96,26699504.01,66,35,2.8,Stable,High,53.43,116.28,148.63
PUB-00190,2024-10-18,West,India,Education,Unemployment Rate,79.14,50.14,70.1,2659376,40371258.51,43032268.84,78,3,2.9,Improving,Medium,12.9,157.84,106.59
PUB-00191,2023-01-05,West,Germany,Climate,School Enrollment Rate,40.63,64.44,33.9,5657048,39292042.07,42467549.44,64,28,4.9,Improving,High,19.85,63.05,108.08
PUB-00192,2023-10-24,South,Australia,Employment,Access to Clean Water,72.26,89.97,33.15,5892463,31227880.85,31823053.15,30,8,3.5,Improving,High,117.98,80.32,101.91
PUB-00193,2022-01-19,South,UK,Education,Income Inequality,72.89,90.41,17.54,5441054,15198467.79,5244752.67,26,48,1.9,Stable,High,315.56,80.62,34.51
PUB-00194,2024-12-24,Central,UK,Infrastructure,CO2 Emissions,28.6,62.0,58.95,8859761,11286097.34,45764696.49,85,24,1.1,Improving,Low,-51.48,46.13,405.5
PUB-00195,2023-08-01,North,India,Health,Life Expectancy,70.71,62.16,40.65,6727491,21549497.39,35623922.71,7,20,3.1,Improving,Critical,73.95,113.75,165.31
PUB-00196,2023-01-13,North,Brazil,Climate,Life Expectancy,24.39,54.05,75.77,2527617,29954037.91,28731739.17,17,19,2.2,Stable,Medium,-67.81,45.12,95.92
PUB-00197,2023-05-08,East,Brazil,Education,Renewable Energy %,29.82,77.17,22.45,3598361,7448846.84,28409103.25,19,14,4.0,Stable,High,32.83,38.64,381.39
PUB-00198,2022-10-16,South,UK,Health,Life Expectancy,38.8,54.91,67.53,3966909,14326969.59,35111726.93,28,49,3.1,Stable,High,-42.54,70.66,245.07
PUB-00199,2023-05-29,Central,UK,Employment,Access to Clean Water,12.96,60.55,42.07,2510360,35922993.83,28978332.67,30,16,3.2,Declining,Low,-69.19,21.4,80.67
PUB-00200,2022-12-23,East,Japan,Infrastructure,Hospital Beds per 1000,41.48,89.88,88.93,6367662,5675319.35,15166203.05,32,15,3.0,Stable,Medium,-53.36,46.15,267.23
PUB-00201,2023-03-12,North,Japan,Education,Air Quality Index,13.59,98.22,45.37,233862,45785403.42,29640781.59,91,23,4.8,Improving,Medium,-70.05,13.84,64.74
PUB-00202,2023-09-10,Central,Australia,Health,Access to Clean Water,19.83,95.24,13.7,4712093,22302963.88,47379728.64,14,10,2.9,Stable,Critical,44.74,20.82,212.44
PUB-00203,2024-11-15,North,India,Infrastructure,Hospital Beds per 1000,98.31,51.12,21.53,5348036,16106238.29,27943684.07,0,26,1.8,Stable,High,356.62,192.31,173.5
PUB-00204,2022-01-10,North,Japan,Climate,Access to Clean Water,53.17,88.86,34.76,7003354,5342876.38,11440664.52,38,5,4.1,Improving,High,52.96,59.84,214.13
PUB-00205,2022-03-07,South,Mexico,Education,Income Inequality,77.18,57.41,21.42,3526495,30272896.2,29776315.41,17,12,4.7,Improving,Medium,260.32,134.44,98.36
PUB-00206,2023-07-15,West,UK,Health,Access to Clean Water,16.01,58.11,10.63,2178928,25980284.95,46524084.51,71,15,4.8,Improving,Medium,50.61,27.55,179.07
PUB-00207,2022-06-13,West,UK,Health,School Enrollment Rate,33.29,98.82,87.31,8726974,23617090.2,40750024.47,24,25,3.7,Stable,High,-61.87,33.69,172.54
PUB-00208,2024-07-19,North,Brazil,Health,Unemployment Rate,34.9,97.07,35.77,1154337,34140316.81,10847364.11,63,2,1.6,Stable,Medium,-2.43,35.95,31.77
PUB-00209,2022-09-16,East,Germany,Climate,Access to Clean Water,48.37,53.09,16.24,7300171,30975416.01,26108953.37,12,17,1.1,Stable,Medium,197.84,91.11,84.29
PUB-00210,2023-09-23,South,Canada,Employment,CO2 Emissions,20.03,68.79,31.33,351954,40645661.12,11579075.17,88,1,3.5,Improving,High,-36.07,29.12,28.49
PUB-00211,2022-08-15,East,India,Infrastructure,School Enrollment Rate,98.47,70.61,92.98,1359249,38161055.05,30499212.52,88,31,4.9,Improving,High,5.9,139.46,79.92
PUB-00212,2023-11-09,West,India,Employment,Housing Affordability Index,75.35,70.35,74.16,6347485,5405130.8,18335355.74,59,39,2.0,Stable,Low,1.6,107.11,339.22
PUB-00213,2023-12-02,North,Germany,Education,Air Quality Index,50.9,58.89,78.02,5450385,3479562.59,14343234.13,6,5,2.5,Improving,Low,-34.76,86.43,412.21
PUB-00214,2023-05-21,West,USA,Education,Income Inequality,75.05,99.24,86.05,6287981,1873921.14,13240530.55,41,27,1.3,Stable,High,-12.78,75.62,706.57
PUB-00215,2024-03-26,North,Brazil,Employment,Unemployment Rate,79.28,92.76,64.94,4753218,3232760.95,15490123.17,64,37,3.0,Stable,Low,22.08,85.47,479.16
PUB-00216,2022-08-10,East,Japan,Infrastructure,Life Expectancy,60.29,94.34,66.57,5043904,26437540.78,39159506.95,3,44,3.2,Improving,Medium,-9.43,63.91,148.12
PUB-00217,2023-11-02,Central,Australia,Health,Housing Affordability Index,15.95,75.77,87.49,8444161,544400.07,40370491.22,32,38,3.6,Improving,High,-81.77,21.05,7415.59
PUB-00218,2024-12-30,East,Mexico,Health,Income Inequality,18.19,93.27,65.44,7770171,37005625.97,42229533.2,33,17,1.6,Stable,High,-72.2,19.5,114.12
PUB-00219,2023-11-24,South,Germany,Climate,Renewable Energy %,17.85,66.45,25.48,9747772,32315422.03,4545564.98,37,21,4.2,Improving,Low,-29.95,26.86,14.07
PUB-00220,2023-10-08,South,Canada,Climate,Income Inequality,47.64,98.96,89.9,2494616,21182791.43,7175274.55,50,2,4.0,Stable,High,-47.01,48.14,33.87
PUB-00221,2024-07-28,Central,France,Housing,Income Inequality,18.24,73.66,14.68,6271537,1635057.43,8029543.79,59,24,3.9,Improving,Medium,24.25,24.76,491.09
PUB-00222,2023-08-01,East,Germany,Health,Renewable Energy %,41.64,93.86,80.6,1031855,26162386.74,24761827.82,45,3,4.8,Improving,Medium,-48.34,44.36,94.65
PUB-00223,2022-02-28,Central,Brazil,Infrastructure,Hospital Beds per 1000,41.85,84.15,36.29,8953539,18715228.87,11854001.29,10,5,4.0,Declining,Medium,15.32,49.73,63.34
PUB-00224,2024-02-26,Central,Japan,Housing,Unemployment Rate,88.9,54.61,36.4,5526300,32774099.22,36694733.95,20,16,3.5,Improving,High,144.23,162.79,111.96
PUB-00225,2022-12-23,West,USA,Education,School Enrollment Rate,81.14,62.75,13.36,9696491,19671678.03,43475355.29,40,20,1.1,Improving,Medium,507.34,129.31,221.0
PUB-00226,2024-10-18,East,Mexico,Housing,CO2 Emissions,89.15,57.75,23.63,1904903,6519625.55,39007646.76,21,5,2.1,Stable,Medium,277.27,154.37,598.31
PUB-00227,2024-02-15,Central,Mexico,Employment,Air Quality Index,59.22,98.97,79.29,6000553,32799951.71,19505802.07,66,39,2.6,Declining,Medium,-25.31,59.84,59.47
PUB-00228,2022-01-31,West,France,Housing,Unemployment Rate,20.25,96.68,89.0,3160473,16560858.14,21970942.26,61,16,2.5,Improving,Medium,-77.25,20.95,132.67
PUB-00229,2022-11-29,West,Brazil,Employment,Life Expectancy,82.04,82.51,32.57,4142073,27759376.86,2027980.81,73,39,3.9,Stable,Medium,151.89,99.43,7.31
PUB-00230,2023-07-23,South,USA,Climate,Air Quality Index,20.86,91.48,22.46,8357397,433349.47,4925972.22,76,33,3.0,Declining,Medium,-7.12,22.8,1136.72
PUB-00231,2022-12-03,North,Japan,Education,School Enrollment Rate,83.26,98.8,26.34,138677,49709528.39,30513180.96,6,43,2.1,Improving,High,216.1,84.27,61.38
PUB-00232,2024-01-26,South,Japan,Health,Unemployment Rate,23.55,74.91,88.75,1956654,38084236.42,6545520.62,60,32,2.3,Stable,Medium,-73.46,31.44,17.19
PUB-00233,2024-07-15,East,Canada,Housing,Housing Affordability Index,34.46,50.13,72.93,6911541,21427371.86,31069681.89,8,10,3.7,Improving,High,-52.75,68.74,145.0
PUB-00234,2022-05-06,East,Brazil,Education,Income Inequality,24.56,83.47,45.2,8911922,35917636.55,14071109.33,79,23,4.7,Improving,Medium,-45.66,29.42,39.18
PUB-00235,2023-05-05,South,Brazil,Health,Renewable Energy %,82.1,68.05,53.28,4612346,7058610.15,43860026.21,58,37,3.2,Declining,Medium,54.09,120.65,621.37
PUB-00236,2023-03-13,West,Australia,Infrastructure,Air Quality Index,99.89,71.63,64.64,5069850,889313.16,24844051.25,62,47,4.7,Improving,Medium,54.53,139.45,2793.62
PUB-00237,2023-03-30,East,UK,Housing,Life Expectancy,73.8,54.25,56.52,6312489,19199311.15,21643580.18,37,9,2.1,Declining,Medium,30.57,136.04,112.73
PUB-00238,2022-10-23,North,USA,Education,Access to Clean Water,70.32,64.83,50.63,2925353,35272337.25,9598475.44,45,3,3.4,Improving,High,38.89,108.47,27.21
PUB-00239,2023-11-24,South,UK,Housing,School Enrollment Rate,35.44,50.48,82.6,9104287,23353322.08,45186902.29,36,49,1.6,Stable,Medium,-57.09,70.21,193.49
PUB-00240,2023-08-20,East,UK,Health,Access to Clean Water,56.74,57.43,67.23,967870,15299218.49,40558948.11,48,23,3.9,Declining,Low,-15.6,98.8,265.1
PUB-00241,2024-01-05,East,Japan,Education,Air Quality Index,98.02,51.27,92.24,1922524,2622058.74,17847273.26,64,47,1.1,Stable,Medium,6.27,191.18,680.66
PUB-00242,2023-01-07,North,France,Climate,Income Inequality,79.82,72.95,49.7,1963255,10317152.7,27578597.77,25,22,4.1,Declining,Medium,60.6,109.42,267.31
PUB-00243,2023-04-01,West,Japan,Infrastructure,Renewable Energy %,19.14,94.54,91.54,6851310,31875246.41,24122057.91,40,27,2.2,Stable,Medium,-79.09,20.25,75.68
PUB-00244,2022-06-19,South,India,Employment,Housing Affordability Index,74.75,96.28,56.97,7242313,30265464.62,45049113.14,87,40,3.7,Improving,Low,31.21,77.64,148.85
PUB-00245,2023-10-22,South,Germany,Climate,Air Quality Index,26.64,86.84,47.91,3301308,1305019.89,43458665.93,58,23,1.1,Improving,High,-44.4,30.68,3330.12
PUB-00246,2022-10-13,East,India,Climate,Air Quality Index,24.8,74.53,78.5,6041847,39682526.72,6369628.01,20,15,3.6,Stable,Low,-68.41,33.28,16.05
PUB-00247,2024-12-11,East,Mexico,Employment,Housing Affordability Index,43.51,75.43,39.85,4239593,26378741.48,44004921.96,57,10,2.4,Stable,High,9.18,57.68,166.82
PUB-00248,2024-03-03,East,Australia,Health,Renewable Energy %,84.86,73.35,90.1,3167430,849388.41,9549257.87,92,29,2.6,Stable,Critical,-5.82,115.69,1124.25
PUB-00249,2023-04-09,South,Japan,Employment,Renewable Energy %,31.55,85.24,62.39,9332903,29438760.11,44126375.52,24,28,1.1,Stable,Low,-49.43,37.01,149.89
PUB-00250,2022-04-05,East,UK,Education,Renewable Energy %,45.38,97.58,17.16,5072111,38310735.94,43770005.25,9,29,1.1,Stable,High,164.45,46.51,114.25
PUB-00251,2023-07-27,South,Canada,Housing,School Enrollment Rate,88.53,57.55,14.96,9896888,47421545.85,8265275.4,56,30,3.1,Improving,High,491.78,153.83,17.43
PUB-00252,2022-02-11,South,Australia,Education,Housing Affordability Index,21.59,83.12,91.54,6433895,36979810.9,32091450.17,13,10,4.3,Improving,High,-76.41,25.97,86.78
PUB-00253,2022-10-14,Central,USA,Infrastructure,Income Inequality,55.79,50.28,40.44,2322119,6978560.11,13809985.15,88,4,1.2,Improving,High,37.96,110.96,197.89
PUB-00254,2024-06-10,Central,UK,Climate,Hospital Beds per 1000,86.61,78.92,80.66,9713898,10169411.11,8223978.01,13,34,2.0,Stable,High,7.38,109.74,80.87
PUB-00255,2024-03-14,North,Japan,Housing,Air Quality Index,90.18,90.41,38.89,4196922,46076088.81,32805365.45,88,24,1.2,Stable,Medium,131.88,99.75,71.2
PUB-00256,2023-01-12,North,Canada,Health,Housing Affordability Index,28.52,59.46,67.71,9065635,21003110.52,33222466.38,92,49,3.1,Stable,Low,-57.88,47.97,158.18
PUB-00257,2022-07-05,East,USA,Climate,Income Inequality,56.47,68.67,31.99,8646154,7605147.64,15681431.37,1,26,1.2,Improving,Medium,76.52,82.23,206.19
PUB-00258,2024-06-25,East,Germany,Housing,Unemployment Rate,74.77,65.94,28.6,2097800,2088802.92,29082910.17,16,34,1.4,Declining,Low,161.43,113.39,1392.32
PUB-00259,2022-11-20,Central,India,Education,Housing Affordability Index,82.97,57.03,33.1,5177193,948504.18,12876040.14,29,28,4.8,Improving,Medium,150.66,145.48,1357.51
PUB-00260,2022-07-23,West,USA,Housing,Unemployment Rate,93.42,54.42,85.83,2852403,32650648.95,33191213.58,29,2,2.8,Improving,Critical,8.84,171.66,101.66
PUB-00261,2024-09-21,West,Japan,Employment,School Enrollment Rate,91.08,85.93,83.95,2425924,8405712.27,36717208.48,26,47,4.1,Improving,Medium,8.49,105.99,436.81
PUB-00262,2023-08-29,South,Japan,Employment,Access to Clean Water,96.67,72.99,43.78,4018806,45179121.21,18942666.96,63,25,4.8,Stable,Low,120.81,132.44,41.93
PUB-00263,2022-11-18,East,Germany,Infrastructure,Unemployment Rate,58.69,51.65,58.8,6965370,22485644.17,13298947.13,46,28,4.2,Declining,High,-0.19,113.63,59.14
PUB-00264,2022-10-12,Central,UK,Housing,Hospital Beds per 1000,82.76,87.58,83.63,282545,33730164.98,7265067.56,58,17,1.1,Declining,High,-1.04,94.5,21.54
PUB-00265,2022-09-26,East,Germany,Employment,Unemployment Rate,41.15,67.88,15.87,3344856,7903403.83,46912882.11,94,13,4.7,Improving,Low,159.29,60.62,593.58
PUB-00266,2022-02-24,East,Brazil,Education,Renewable Energy %,47.34,70.8,14.0,5582901,5043021.72,33365768.04,80,9,4.0,Declining,Critical,238.14,66.86,661.62
PUB-00267,2023-09-11,East,India,Climate,Income Inequality,72.7,79.62,67.99,6328406,896835.25,13839373.78,46,47,1.3,Stable,Low,6.93,91.31,1543.13
PUB-00268,2022-06-28,North,UK,Education,CO2 Emissions,88.36,50.5,65.76,8523337,29663031.39,10641517.58,3,19,1.9,Declining,Low,34.37,174.97,35.87
PUB-00269,2024-04-14,East,Canada,Infrastructure,Renewable Energy %,78.91,89.38,60.45,7180803,6082527.18,37030380.93,15,34,1.1,Stable,Low,30.54,88.29,608.8
PUB-00270,2024-08-08,Central,India,Employment,Hospital Beds per 1000,36.59,50.87,21.43,2405153,836645.03,34257172.67,84,36,4.2,Improving,Medium,70.74,71.93,4094.59
PUB-00271,2022-12-29,Central,India,Infrastructure,Housing Affordability Index,20.06,76.48,52.86,8031804,48211868.99,16255419.25,66,27,1.3,Improving,Medium,-62.05,26.23,33.72
PUB-00272,2022-09-02,South,Germany,Climate,Unemployment Rate,52.63,63.33,89.65,8232599,48172935.9,36904833.64,95,49,4.3,Improving,Medium,-41.29,83.1,76.61
PUB-00273,2024-01-06,West,Japan,Climate,Air Quality Index,86.12,50.32,38.05,6448560,26438508.94,26606726.01,62,22,2.0,Stable,Critical,126.33,171.14,100.64
PUB-00274,2023-05-09,West,USA,Health,Life Expectancy,57.5,60.54,52.21,5389180,1893945.02,32355633.47,8,5,3.6,Improving,Critical,10.13,94.98,1708.37
PUB-00275,2022-12-27,East,Germany,Climate,CO2 Emissions,34.5,96.15,77.31,3087373,34392384.75,299982.48,18,11,1.1,Declining,Medium,-55.37,35.88,0.87
PUB-00276,2024-04-11,Central,Australia,Infrastructure,Life Expectancy,58.85,69.45,66.29,7393329,12492633.67,5087924.48,43,5,4.9,Declining,Low,-11.22,84.74,40.73
PUB-00277,2024-02-23,North,UK,Education,Renewable Energy %,77.97,97.42,70.94,3829056,4547732.54,42883935.99,54,49,3.9,Stable,Medium,9.91,80.03,942.97
PUB-00278,2023-03-06,South,Canada,Health,Hospital Beds per 1000,61.14,83.64,51.06,5773796,20543802.14,10826797.76,84,11,4.7,Declining,Low,19.74,73.1,52.7
PUB-00279,2024-08-30,South,USA,Health,Income Inequality,72.56,64.3,17.76,2780738,37228728.55,7702123.51,18,14,4.6,Declining,High,308.56,112.85,20.69
PUB-00280,2022-01-11,Central,Japan,Health,Unemployment Rate,57.79,71.15,14.13,814548,18669090.44,7901723.53,24,36,4.3,Stable,Low,308.99,81.22,42.33
PUB-00281,2024-03-22,East,France,Infrastructure,Life Expectancy,27.79,96.2,48.03,3481145,10355729.62,42370125.09,97,5,3.4,Stable,Low,-42.14,28.89,409.15
PUB-00282,2023-03-30,South,Mexico,Education,CO2 Emissions,93.75,64.16,75.32,4995204,49380820.74,44055416.34,62,36,1.5,Improving,High,24.47,146.12,89.22
PUB-00283,2022-09-16,West,India,Climate,Unemployment Rate,20.5,67.89,87.95,57490,16723694.13,19281322.72,11,14,2.5,Declining,Medium,-76.69,30.2,115.29
PUB-00284,2023-12-28,East,UK,Employment,Housing Affordability Index,10.97,69.29,72.62,1706608,30870203.67,32632083.22,80,40,2.7,Stable,Medium,-84.89,15.83,105.71
PUB-00285,2022-03-09,East,Brazil,Infrastructure,Renewable Energy %,87.01,77.9,14.55,8888854,16524509.9,39236842.89,39,20,4.6,Stable,Critical,498.01,111.69,237.45
PUB-00286,2023-03-18,Central,Australia,Climate,Renewable Energy %,55.18,58.24,48.34,152734,39988885.34,47392590.02,3,31,4.2,Improving,High,14.15,94.75,118.51
PUB-00287,2022-09-06,North,Japan,Employment,Income Inequality,14.5,93.09,48.92,6008686,7645907.53,35583879.66,3,48,4.3,Improving,Low,-70.36,15.58,465.4
PUB-00288,2023-04-18,North,India,Housing,Unemployment Rate,78.94,70.99,30.52,6756578,47350092.93,45315794.42,14,24,3.6,Stable,High,158.65,111.2,95.7
PUB-00289,2022-11-18,East,Mexico,Health,Unemployment Rate,76.46,81.24,25.92,1581103,31166678.48,31261262.28,36,22,1.3,Improving,Medium,194.98,94.12,100.3
