employee_id,department,region,job_title,hire_date,gender,ethnicity,age,education,salary,performance_rating,satisfaction_score,engagement_score,training_hours,promotion_last_3_years,employment_status,time_to_hire_days,turnover_risk,tenure_years
EMP-00751,Marketing,North,Senior Engineer,2023-06-22,Female,White,39,Bachelor,115577.97,2.9,2.3,31.0,89,0,On Leave,76,0.07,1.5
EMP-00752,Sales,West,Senior Engineer,2016-03-06,Female,White,24,High School,60758.83,2.0,1.8,29.0,121,1,Active,110,0.3,8.8
EMP-00753,Engineering,North,Senior Analyst,2020-08-28,Male,Black,33,Bachelor,186581.98,3.2,4.3,85.0,11,0,On Leave,74,0.41,4.3
EMP-00754,Sales,East,Specialist,2023-08-06,Female,White,37,High School,98847.1,3.0,2.6,2.0,9,0,Terminated,101,0.6,1.4
EMP-00755,Operations,North,VP,2023-09-28,Female,White,59,Master,85254.61,4.8,3.3,89.0,119,1,Active,75,0.99,1.3
EMP-00756,Operations,East,Manager,2018-08-28,Female,Mixed,35,Master,151688.8,3.0,1.2,40.0,1,0,Active,80,0.13,6.3
EMP-00757,HR,North,Analyst,2019-08-07,Non-Binary,Mixed,48,Bachelor,102960.1,4.1,4.2,62.0,15,0,Active,74,0.37,5.4
EMP-00758,Finance,North,Specialist,2020-01-22,Male,White,39,Master,63280.69,3.5,1.8,81.0,163,1,On Leave,59,0.68,4.9
EMP-00759,Customer Support,South,Manager,2016-11-06,Female,Asian,41,Bachelor,133180.18,1.9,4.1,47.0,105,1,Active,62,0.37,8.2
EMP-00760,HR,South,Analyst,2017-11-01,Female,Asian,56,Master,44857.87,1.2,3.6,10.0,122,0,On Leave,37,0.24,7.2
EMP-00761,R&D,South,Director,2017-04-29,Non-Binary,Black,38,High School,140348.14,3.8,2.6,55.0,176,1,Active,59,0.81,7.7
EMP-00762,Customer Support,East,Senior Engineer,2020-09-03,Male,White,41,Bachelor,178808.67,4.2,3.1,13.0,35,0,Active,70,0.19,4.3
EMP-00763,Customer Support,Central,Engineer,2015-07-02,Male,White,27,Bachelor,81922.72,4.5,3.2,83.0,133,1,Active,85,0.34,9.5
EMP-00764,Finance,Central,Director,2020-03-08,Male,White,47,Bachelor,176371.2,3.7,1.9,65.0,104,0,Active,27,0.24,4.8
EMP-00765,Marketing,Central,Senior Analyst,2015-04-20,Male,Asian,28,Associate,79206.34,2.7,1.5,60.0,100,0,Active,15,0.96,9.7
EMP-00766,HR,Central,Senior Analyst,2015-10-27,Male,White,59,Bachelor,72393.78,3.0,4.2,1.0,94,0,Terminated,19,0.84,9.2
EMP-00767,R&D,East,Manager,2022-03-01,Male,Hispanic,33,Associate,154461.56,4.0,3.8,96.0,104,0,Active,89,0.46,2.8
EMP-00768,Sales,South,VP,2022-10-15,Male,Black,38,Bachelor,50481.47,1.7,3.5,14.0,129,0,Active,74,0.84,2.2
EMP-00769,Marketing,South,Senior Manager,2022-07-30,Male,White,42,Bachelor,46501.6,2.8,2.1,19.0,155,1,Active,49,0.68,2.4
EMP-00770,Finance,South,Specialist,2023-05-29,Female,White,27,Associate,112957.36,1.2,2.6,99.0,134,0,On Leave,103,0.36,1.6
EMP-00771,Marketing,East,Manager,2020-03-06,Male,White,58,Master,45454.91,1.4,1.6,10.0,20,0,Terminated,106,0.21,4.8
EMP-00772,Customer Support,North,VP,2019-04-11,Male,Asian,46,Bachelor,119468.62,1.9,4.0,74.0,189,0,On Leave,81,0.36,5.7
EMP-00773,Sales,West,Senior Manager,2018-11-08,Male,Asian,36,High School,143908.49,3.5,1.1,10.0,107,0,Terminated,43,0.52,6.2
EMP-00774,Engineering,East,Analyst,2023-05-14,Female,White,32,Master,76513.75,4.7,1.0,74.0,168,1,Terminated,61,0.2,1.6
EMP-00775,Finance,North,Analyst,2019-06-24,Male,White,30,Bachelor,183819.69,2.5,3.1,89.0,42,0,Active,29,0.27,5.5
EMP-00776,Engineering,South,Senior Engineer,2024-08-06,Male,Hispanic,25,Master,72044.58,3.0,2.4,36.0,76,0,Active,77,0.65,0.4
EMP-00777,Marketing,South,Manager,2017-03-07,Male,White,24,Bachelor,77999.39,3.3,1.6,32.0,135,1,Active,21,0.72,7.8
EMP-00778,Operations,Central,Senior Analyst,2019-06-13,Female,Hispanic,34,Master,186089.7,2.1,3.9,93.0,116,0,Terminated,109,0.46,5.6
EMP-00779,Operations,Central,Analyst,2015-06-04,Female,Black,53,Bachelor,150006.7,3.8,4.7,8.0,141,0,Active,48,0.97,9.6
EMP-00780,HR,North,Senior Engineer,2015-02-13,Female,Hispanic,27,Associate,124581.81,1.8,2.1,35.0,76,0,Active,117,0.31,9.9
EMP-00781,Operations,West,Specialist,2017-10-23,Male,White,22,High School,92824.62,1.8,3.4,66.0,10,0,Active,37,0.91,7.2
EMP-00782,Finance,North,Analyst,2016-04-14,Male,Mixed,63,Master,163052.76,1.8,4.0,69.0,9,1,On Leave,44,0.27,8.7
EMP-00783,Marketing,North,Senior Engineer,2022-12-14,Non-Binary,White,26,Master,134134.23,2.9,3.5,46.0,156,0,On Leave,116,0.74,2.0
EMP-00784,R&D,West,Analyst,2016-07-13,Male,White,23,Associate,94708.42,2.0,2.5,86.0,54,0,Active,47,1.0,8.5
EMP-00785,Customer Support,North,Coordinator,2018-09-01,Male,White,43,PhD,172155.68,2.7,3.2,85.0,1,0,Active,18,0.83,6.3
EMP-00786,R&D,North,Senior Analyst,2022-07-08,Female,Other,53,Master,167133.44,2.5,3.9,82.0,0,0,Active,27,0.48,2.5
EMP-00787,R&D,East,Analyst,2023-05-25,Male,White,62,Bachelor,190537.3,4.3,4.8,18.0,46,0,Active,50,0.12,1.6
EMP-00788,Customer Support,West,Senior Analyst,2020-03-16,Female,Asian,28,Associate,199180.15,1.9,4.1,65.0,90,0,Terminated,113,0.97,4.8
EMP-00789,Finance,South,Senior Analyst,2020-06-08,Male,White,42,Bachelor,41845.08,2.2,2.3,85.0,82,0,Terminated,94,0.72,4.6
EMP-00790,Sales,Central,Director,2020-03-04,Male,White,38,Master,91219.36,4.8,3.7,10.0,17,0,Active,33,0.84,4.8
EMP-00791,Marketing,South,Coordinator,2015-10-07,Female,Hispanic,41,Bachelor,70823.53,2.0,4.7,25.0,34,0,On Leave,78,0.57,9.2
EMP-00792,HR,South,Manager,2015-12-05,Male,Asian,22,Master,74177.02,4.2,3.1,98.0,120,0,Active,29,0.48,9.1
EMP-00793,Finance,Central,Analyst,2021-02-24,Female,Asian,53,High School,178370.54,1.6,1.4,47.0,61,0,Terminated,100,0.08,3.9
EMP-00794,Operations,Central,Coordinator,2022-05-15,Female,White,61,PhD,195988.8,3.3,3.6,53.0,24,0,Active,24,0.06,2.6
EMP-00795,HR,North,Senior Analyst,2017-09-19,Male,Asian,53,Bachelor,190410.89,1.4,3.4,36.0,106,0,On Leave,81,0.58,7.3
EMP-00796,HR,West,Senior Manager,2023-01-01,Female,White,41,Associate,151435.36,2.6,1.5,40.0,156,0,Terminated,57,0.19,2.0
EMP-00797,Sales,Central,Engineer,2019-11-28,Female,White,31,Bachelor,128793.17,4.8,2.0,90.0,114,0,Active,100,0.67,5.1
EMP-00798,Operations,West,Analyst,2016-07-28,Female,Black,27,Master,142080.3,3.6,3.7,22.0,79,0,Active,108,0.96,8.4
EMP-00799,Engineering,North,Director,2020-04-12,Male,White,62,Associate,176908.58,1.8,4.9,29.0,146,0,Active,74,0.36,4.7
EMP-00800,R&D,South,Senior Analyst,2024-03-14,Female,Black,54,Bachelor,41125.64,4.2,1.7,51.0,199,0,Active,44,0.74,0.8
EMP-00801,Marketing,Central,Senior Engineer,2018-02-17,Female,Black,31,Bachelor,108520.86,3.6,3.5,32.0,116,0,Active,82,0.91,6.9
EMP-00802,Engineering,Central,Senior Analyst,2024-06-09,Male,Other,46,Bachelor,121051.47,4.7,2.9,89.0,193,0,Active,104,0.84,0.6
EMP-00803,Engineering,North,Senior Manager,2016-10-22,Female,Hispanic,45,Bachelor,187753.79,1.9,2.4,64.0,68,0,Active,106,0.08,8.2
EMP-00804,Sales,West,VP,2016-11-29,Female,White,52,Master,67532.16,1.5,4.7,51.0,97,0,Active,90,0.68,8.1
EMP-00805,Customer Support,West,Specialist,2024-05-27,Female,Asian,50,PhD,159096.98,3.5,4.7,61.0,9,1,Active,112,0.3,0.6
EMP-00806,HR,East,Coordinator,2015-03-15,Male,White,33,Bachelor,187842.24,4.7,1.7,3.0,199,0,Active,74,0.9,9.8
EMP-00807,HR,South,Senior Manager,2021-10-22,Female,Black,64,Master,162242.35,4.1,3.8,74.0,107,0,On Leave,22,0.17,3.2
EMP-00808,Marketing,East,Senior Manager,2016-02-16,Male,White,58,Bachelor,41646.18,2.6,4.1,34.0,24,0,Active,63,0.22,8.9
EMP-00809,R&D,West,Engineer,2016-12-26,Female,White,63,Bachelor,145511.32,2.7,4.7,61.0,114,0,Active,31,0.49,8.0
EMP-00810,Sales,East,Analyst,2018-04-19,Female,Black,30,Master,73525.01,2.3,1.3,83.0,26,0,Terminated,28,0.33,6.7
EMP-00811,Finance,West,Director,2016-05-23,Female,Hispanic,50,High School,136820.14,4.7,4.7,35.0,188,0,Active,37,0.36,8.6
EMP-00812,HR,Central,Director,2020-12-29,Female,White,24,Associate,131385.82,4.2,2.0,5.0,9,1,Active,108,0.42,4.0
EMP-00813,Marketing,North,Analyst,2023-04-25,Female,Asian,25,Bachelor,193127.43,2.1,4.4,1.0,163,0,On Leave,60,0.14,1.7
EMP-00814,Finance,East,VP,2019-05-20,Female,Mixed,42,High School,70446.13,2.3,4.3,86.0,38,1,Terminated,84,0.1,5.6
EMP-00815,Operations,Central,Specialist,2016-11-20,Female,White,27,Bachelor,48081.29,4.0,4.2,55.0,134,0,Active,86,0.19,8.1
EMP-00816,R&D,Central,Engineer,2015-11-14,Female,Hispanic,23,Master,137804.25,2.7,2.2,65.0,14,1,On Leave,93,0.53,9.1
EMP-00817,Engineering,North,Senior Analyst,2022-07-13,Male,White,58,High School,95029.86,3.4,4.0,60.0,113,0,On Leave,47,0.4,2.5
EMP-00818,Sales,North,Senior Manager,2023-07-25,Non-Binary,Black,41,Bachelor,160034.31,1.6,2.0,18.0,140,0,Terminated,109,0.66,1.4
EMP-00819,Customer Support,Central,Senior Engineer,2015-02-15,Female,Asian,54,Master,198914.38,4.3,2.2,5.0,32,0,On Leave,36,0.69,9.9
EMP-00820,Finance,Central,Analyst,2022-08-06,Male,White,35,Bachelor,104218.41,3.2,4.3,25.0,98,1,Active,33,0.63,2.4
EMP-00821,HR,East,VP,2018-01-24,Male,White,41,Master,64295.8,4.3,3.3,99.0,193,1,Active,58,0.23,6.9
EMP-00822,Operations,East,Manager,2016-09-20,Non-Binary,Black,64,Master,128658.17,3.9,2.2,42.0,103,0,Active,49,0.62,8.3
EMP-00823,Marketing,South,Manager,2019-12-10,Female,Asian,23,PhD,95388.25,2.7,3.8,93.0,10,1,On Leave,59,0.56,5.1
EMP-00824,Marketing,South,Analyst,2019-01-06,Male,White,28,Bachelor,167148.83,3.7,4.4,27.0,148,0,Active,22,0.64,6.0
EMP-00825,R&D,Central,Senior Engineer,2016-12-29,Female,White,58,Bachelor,125494.65,1.2,3.2,72.0,150,1,Active,27,0.25,8.0
EMP-00826,Operations,South,Director,2017-06-06,Male,Asian,33,Master,185309.67,2.7,1.9,4.0,43,0,Active,56,0.99,7.6
EMP-00827,Sales,Central,Analyst,2023-01-05,Female,White,37,Bachelor,174107.47,2.7,3.3,2.0,192,0,Active,97,0.99,2.0
EMP-00828,Engineering,North,Director,2015-05-22,Female,White,38,Bachelor,186258.68,2.7,3.3,47.0,69,0,Active,90,0.88,9.6
EMP-00829,HR,North,Director,2022-07-27,Female,White,52,Bachelor,87848.7,1.5,3.5,65.0,163,0,Terminated,74,0.24,2.4
EMP-00830,Engineering,East,Specialist,2020-12-20,Female,White,28,Bachelor,184442.22,2.9,4.1,96.0,121,1,Active,94,0.75,4.0
EMP-00831,Sales,West,Coordinator,2017-06-04,Male,Hispanic,47,Bachelor,178628.75,4.0,4.9,4.0,189,1,Active,35,0.13,7.6
EMP-00832,Sales,Central,Manager,2019-12-16,Male,Black,22,Bachelor,140321.6,2.3,1.4,99.0,169,0,Active,18,0.92,5.0
EMP-00833,Engineering,East,Specialist,2022-10-24,Female,White,23,Bachelor,185670.29,4.3,1.8,48.0,100,0,Active,113,0.22,2.2
EMP-00834,Customer Support,South,Senior Engineer,2015-07-15,Female,Black,52,Bachelor,48677.93,3.3,4.3,77.0,196,0,On Leave,72,0.44,9.5
EMP-00835,Finance,Central,Coordinator,2024-05-19,Male,White,41,Bachelor,165700.73,3.9,3.1,65.0,179,1,Active,45,0.64,0.6
EMP-00836,Finance,East,Senior Analyst,2022-02-13,Female,Hispanic,58,Bachelor,63281.83,4.6,4.0,26.0,128,0,Active,106,0.37,2.9
EMP-00837,Sales,South,Specialist,2024-02-06,Male,Asian,54,Bachelor,94545.09,2.9,2.7,34.0,157,0,On Leave,89,0.24,0.9
EMP-00838,Finance,Central,Director,2020-11-11,Male,Hispanic,34,Bachelor,156733.42,4.4,4.4,60.0,128,0,Active,48,0.79,4.1
EMP-00839,Finance,East,Senior Engineer,2022-03-10,Male,White,22,Bachelor,73549.43,1.6,2.7,11.0,175,0,Active,17,0.81,2.8
EMP-00840,Customer Support,West,Senior Engineer,2022-06-06,Male,White,54,Bachelor,76992.76,4.1,4.8,78.0,141,1,Active,94,0.48,2.6
EMP-00841,Customer Support,East,Senior Manager,2023-01-13,Male,White,24,High School,73927.53,4.3,2.6,80.0,158,1,Active,98,0.3,2.0
EMP-00842,R&D,Central,Analyst,2022-05-27,Male,Asian,58,Bachelor,112998.15,4.6,2.1,82.0,189,0,Active,95,0.71,2.6
EMP-00843,Operations,South,Specialist,2016-02-26,Male,White,40,Bachelor,52957.6,1.3,1.4,85.0,86,1,Terminated,60,0.9,8.9
EMP-00844,Marketing,Central,VP,2019-05-19,Female,Asian,61,Bachelor,181843.51,1.5,4.4,69.0,158,0,On Leave,116,0.8,5.6
EMP-00845,Engineering,Central,Senior Analyst,2022-09-28,Female,White,53,High School,156755.94,1.1,4.8,75.0,120,1,Active,86,0.56,2.3
EMP-00846,Customer Support,East,Senior Manager,2018-06-16,Female,White,26,Master,122161.63,3.0,4.6,59.0,134,0,Active,91,0.06,6.5
EMP-00847,Marketing,Central,Coordinator,2019-12-24,Male,Mixed,64,Bachelor,53473.6,1.8,4.0,23.0,147,0,Active,67,0.92,5.0
EMP-00848,Marketing,North,Director,2015-08-03,Male,White,58,Associate,59892.45,3.3,2.7,9.0,83,1,Active,119,0.91,9.4
EMP-00849,Operations,West,VP,2021-09-16,Male,Black,27,PhD,55754.82,4.6,2.2,19.0,158,0,Terminated,73,0.26,3.3
EMP-00850,R&D,South,Director,2015-01-20,Male,White,57,Master,42359.91,2.3,2.1,20.0,8,0,On Leave,119,0.69,10.0
EMP-00851,Sales,West,Specialist,2015-07-19,Female,White,58,Associate,146734.59,1.0,4.0,76.0,10,0,Active,64,0.37,9.5
EMP-00852,Operations,East,Coordinator,2023-08-30,Female,Hispanic,34,Master,121623.96,4.6,2.4,95.0,5,1,On Leave,101,0.22,1.3
EMP-00853,Sales,East,Senior Analyst,2019-03-26,Female,Mixed,33,Bachelor,101130.25,3.5,4.1,82.0,170,0,Active,26,0.01,5.8
EMP-00854,R&D,North,Manager,2023-08-09,Male,Hispanic,27,Bachelor,95605.37,1.8,4.9,99.0,58,0,Active,48,0.37,1.4
EMP-00855,Sales,East,Coordinator,2017-04-06,Male,White,51,Bachelor,113821.86,3.8,1.8,5.0,109,0,Active,29,0.21,7.7
EMP-00856,Marketing,East,Manager,2017-10-19,Male,Hispanic,58,Bachelor,115993.73,3.5,1.5,4.0,17,0,Active,81,0.02,7.2
EMP-00857,Customer Support,East,Manager,2019-03-15,Male,White,49,Master,62252.35,2.5,1.5,69.0,126,0,Active,16,0.53,5.8
EMP-00858,HR,West,VP,2017-09-04,Female,Black,31,Master,125045.56,1.8,1.2,4.0,28,0,Active,111,0.23,7.3
EMP-00859,Marketing,North,Senior Engineer,2017-03-30,Male,Black,49,Bachelor,47684.4,5.0,3.8,89.0,128,0,Active,75,0.59,7.8
EMP-00860,Operations,Central,Director,2016-01-10,Female,White,27,Bachelor,190183.42,3.6,3.4,48.0,117,0,Active,92,0.42,9.0
EMP-00861,Marketing,South,VP,2015-03-07,Male,Hispanic,30,High School,154274.89,1.0,3.3,93.0,43,0,On Leave,44,0.34,9.8
EMP-00862,Operations,North,Analyst,2019-09-24,Female,White,45,Associate,41513.35,1.5,3.3,26.0,160,1,Active,14,0.38,5.3
EMP-00863,R&D,West,Coordinator,2015-04-25,Male,Black,39,High School,86213.06,2.0,1.3,65.0,66,1,On Leave,75,0.57,9.7
EMP-00864,Marketing,Central,Manager,2015-03-01,Male,Asian,25,High School,197235.45,4.3,2.2,70.0,37,0,Terminated,14,0.83,9.8
EMP-00865,Finance,Central,Senior Manager,2018-10-12,Male,White,44,High School,47753.09,2.9,2.1,29.0,100,0,Terminated,46,0.67,6.2
EMP-00866,Operations,South,Engineer,2024-03-14,Male,White,48,High School,63476.07,1.2,2.9,37.0,168,1,Active,103,0.11,0.8
EMP-00867,R&D,Central,Director,2017-02-26,Female,Hispanic,25,Master,116338.37,2.1,4.5,56.0,15,0,On Leave,55,0.57,7.8
EMP-00868,Customer Support,North,Analyst,2022-08-17,Female,Hispanic,34,Bachelor,96551.9,4.9,4.9,39.0,37,1,Active,78,0.77,2.4
EMP-00869,Customer Support,Central,Manager,2022-07-03,Female,White,32,Master,197636.99,4.1,3.4,50.0,62,0,Terminated,29,0.31,2.5
EMP-00870,Finance,West,Senior Analyst,2015-09-16,Male,White,32,Associate,126334.71,1.0,2.0,46.0,89,1,Active,50,0.63,9.3
EMP-00871,Sales,Central,VP,2017-06-22,Non-Binary,Hispanic,40,Master,190591.39,4.4,2.5,67.0,84,1,Active,65,0.0,7.5
EMP-00872,Marketing,West,Director,2024-11-22,Male,White,54,High School,100291.31,1.8,2.3,9.0,8,0,On Leave,48,0.94,0.1
EMP-00873,Marketing,Central,Manager,2016-01-31,Male,Hispanic,35,Bachelor,83534.66,2.3,1.8,96.0,154,0,Active,85,0.27,8.9
EMP-00874,Sales,South,Senior Analyst,2023-12-09,Non-Binary,White,34,Bachelor,86147.27,1.5,4.9,11.0,158,0,On Leave,60,0.91,1.1
EMP-00875,Engineering,North,Analyst,2024-05-14,Non-Binary,White,28,Associate,141855.8,1.0,1.5,34.0,142,0,Active,112,0.22,0.6
EMP-00876,HR,West,Senior Analyst,2024-04-24,Female,Hispanic,54,Associate,136642.24,3.0,3.3,2.0,156,0,On Leave,15,0.9,0.7
EMP-00877,Operations,Central,Director,2022-06-13,Male,Black,53,Bachelor,128576.18,2.1,4.2,82.0,8,0,Active,57,0.55,2.6
EMP-00878,HR,East,Director,2016-11-18,Male,White,58,High School,70251.25,2.4,4.8,12.0,43,0,Active,66,0.18,8.1
EMP-00879,Engineering,East,Specialist,2023-02-13,Female,White,29,Master,82151.34,1.7,1.8,29.0,100,0,Active,95,0.32,1.9
EMP-00880,Sales,North,VP,2016-11-15,Female,White,55,High School,86258.67,4.2,1.8,46.0,187,1,Active,87,0.83,8.1
EMP-00881,Engineering,West,Manager,2015-06-30,Male,White,40,PhD,178597.53,1.7,3.0,85.0,77,0,Active,23,0.95,9.5
EMP-00882,HR,South,Coordinator,2019-08-30,Female,White,57,Master,170773.34,3.1,2.5,77.0,38,0,Active,58,0.88,5.3
EMP-00883,Customer Support,South,Manager,2020-09-30,Male,White,55,Bachelor,72804.26,2.9,2.0,16.0,178,0,On Leave,89,0.87,4.3
EMP-00884,Engineering,North,Manager,2016-03-17,Female,Mixed,57,Associate,63428.15,4.7,1.4,45.0,39,1,Terminated,116,0.0,8.8
EMP-00885,Marketing,South,Senior Engineer,2024-02-23,Female,Hispanic,27,Master,56342.41,5.0,2.5,34.0,62,0,On Leave,71,0.45,0.9
EMP-00886,Finance,Central,Specialist,2018-09-01,Non-Binary,Mixed,22,Bachelor,50822.08,4.6,2.1,95.0,133,0,Active,37,0.84,6.3
EMP-00887,R&D,North,Manager,2018-08-14,Female,White,51,Bachelor,197539.23,3.9,1.7,86.0,37,0,Active,35,0.04,6.4
EMP-00888,R&D,West,Analyst,2021-04-21,Female,Black,36,Bachelor,169806.99,2.7,2.5,16.0,159,0,Active,54,0.69,3.7
EMP-00889,Marketing,South,Senior Engineer,2022-01-11,Male,White,30,Bachelor,42708.49,1.5,1.3,44.0,5,0,Active,18,0.5,3.0
EMP-00890,Customer Support,Central,Coordinator,2017-02-15,Female,White,50,Bachelor,41060.09,4.5,4.7,45.0,114,1,Active,99,0.79,7.9
EMP-00891,HR,South,Senior Analyst,2022-01-02,Male,Black,23,Bachelor,150387.14,3.9,3.4,96.0,53,0,Active,17,0.26,3.0
EMP-00892,Operations,North,Engineer,2017-04-28,Female,Hispanic,51,Master,89803.68,1.5,2.9,80.0,50,0,Active,118,0.88,7.7
EMP-00893,R&D,North,Engineer,2021-01-27,Male,White,25,PhD,55832.35,1.4,1.5,81.0,116,0,Active,95,0.3,3.9
EMP-00894,Operations,South,Specialist,2019-06-07,Female,White,40,PhD,114242.59,3.7,4.1,37.0,97,1,Active,107,0.95,5.6
EMP-00895,Operations,North,Senior Engineer,2019-10-19,Male,White,41,Master,43014.07,4.6,1.3,70.0,161,0,Active,110,0.64,5.2
EMP-00896,Finance,East,Specialist,2016-05-09,Male,White,26,Master,107980.87,1.9,4.9,33.0,75,1,Active,72,0.2,8.7
EMP-00897,Finance,North,Analyst,2017-08-09,Male,Black,30,Bachelor,78012.45,2.6,4.4,83.0,136,0,On Leave,35,0.78,7.4
EMP-00898,Engineering,West,Manager,2017-05-25,Female,White,41,High School,82380.28,4.9,2.9,96.0,132,0,On Leave,73,0.53,7.6
EMP-00899,Marketing,South,Senior Manager,2016-03-09,Female,Black,37,Bachelor,85796.96,4.8,3.7,61.0,80,0,On Leave,83,0.41,8.8
EMP-00900,R&D,East,Manager,2018-12-31,Male,Black,41,Bachelor,89232.52,3.8,1.4,53.0,113,0,Active,115,0.47,6.0
EMP-00901,Customer Support,South,Senior Engineer,2018-08-17,Male,White,41,Bachelor,43206.77,2.9,3.0,87.0,60,0,On Leave,115,0.4,6.4
EMP-00902,Operations,North,Engineer,2016-12-12,Male,White,47,Associate,131232.83,2.5,4.3,91.0,133,0,On Leave,24,0.71,8.1
EMP-00903,Engineering,East,Director,2015-03-03,Male,White,60,Master,127662.41,2.6,1.3,10.0,177,0,Active,59,0.26,9.8
EMP-00904,HR,South,Director,2019-07-06,Female,White,54,Associate,144129.14,3.0,1.9,70.0,31,0,Active,54,0.51,5.5
EMP-00905,R&D,North,Senior Manager,2022-05-02,Female,Hispanic,33,Master,65586.53,3.8,4.1,63.0,146,0,Active,20,0.76,2.7
EMP-00906,Finance,North,Director,2018-07-19,Male,White,42,Master,199170.81,3.0,2.8,22.0,115,1,Active,37,0.14,6.5
EMP-00907,Engineering,South,Director,2015-02-19,Male,Asian,44,Master,61731.8,1.9,3.7,13.0,57,0,On Leave,21,0.29,9.9
EMP-00908,Finance,South,Senior Manager,2019-05-14,Male,White,41,Bachelor,169848.92,4.0,4.3,29.0,47,0,Active,25,0.21,5.6
EMP-00909,Marketing,South,Director,2017-05-21,Female,Hispanic,44,Bachelor,75257.66,2.8,1.6,18.0,108,0,Active,23,0.57,7.6
EMP-00910,Operations,East,Engineer,2020-02-23,Female,Asian,27,Master,110245.86,3.3,2.9,25.0,16,0,Active,24,0.41,4.9
EMP-00911,HR,East,Specialist,2017-06-20,Female,Asian,33,Bachelor,91872.37,4.1,3.3,92.0,59,0,Active,33,0.32,7.5
EMP-00912,Marketing,West,Engineer,2015-09-28,Female,Black,56,Bachelor,89233.52,2.5,3.5,92.0,137,0,Terminated,115,0.36,9.3
EMP-00913,Engineering,East,Analyst,2022-05-19,Male,White,29,PhD,117841.97,4.7,4.4,26.0,49,0,On Leave,57,0.47,2.6
EMP-00914,R&D,North,Specialist,2024-02-21,Non-Binary,Hispanic,48,Bachelor,78340.48,3.0,2.9,21.0,102,1,Active,36,0.42,0.9
EMP-00915,R&D,East,Manager,2018-02-14,Male,White,37,Associate,127496.98,3.8,2.3,46.0,37,0,Active,35,0.71,6.9
EMP-00916,Engineering,South,Senior Analyst,2022-04-16,Female,Asian,53,Bachelor,80109.15,4.0,4.2,67.0,111,0,Active,58,0.69,2.7
EMP-00917,Customer Support,South,Coordinator,2021-12-30,Male,Hispanic,50,Bachelor,195666.78,2.5,4.6,15.0,167,0,Active,35,0.03,3.0
EMP-00918,Sales,East,Specialist,2019-02-20,Male,Asian,28,Associate,78305.66,2.0,2.4,82.0,130,1,Active,52,0.71,5.9
EMP-00919,Marketing,North,Senior Analyst,2015-06-29,Female,White,37,Associate,162339.55,4.7,3.9,8.0,78,1,Active,54,0.22,9.5
EMP-00920,HR,West,Coordinator,2015-10-03,Male,Black,50,Bachelor,115154.75,2.3,1.8,12.0,90,0,Active,69,0.42,9.3
EMP-00921,Operations,South,Specialist,2024-12-05,Male,White,46,PhD,46067.03,1.4,1.4,64.0,30,0,Active,80,0.22,0.1
EMP-00922,Finance,Central,Director,2017-06-14,Male,Hispanic,64,Associate,64432.55,3.0,2.5,21.0,15,0,On Leave,48,0.12,7.6
EMP-00923,Sales,West,VP,2019-08-11,Female,Black,57,Bachelor,188569.78,4.3,2.6,24.0,27,1,Active,29,0.58,5.4
EMP-00924,HR,Central,Engineer,2018-05-20,Female,Black,25,Bachelor,171245.61,2.1,1.5,88.0,172,0,On Leave,31,0.95,6.6
EMP-00925,Operations,Central,Engineer,2023-08-10,Male,Asian,48,Master,63063.78,3.0,1.4,37.0,103,0,On Leave,26,0.37,1.4
EMP-00926,Marketing,Central,Senior Manager,2021-09-18,Male,Hispanic,44,Bachelor,48168.17,2.4,3.8,92.0,164,0,Active,35,0.68,3.3
EMP-00927,R&D,South,Senior Manager,2020-08-08,Female,Black,44,Associate,64433.52,1.1,3.9,12.0,170,0,Active,22,0.45,4.4
EMP-00928,R&D,South,Director,2016-02-22,Female,White,51,Bachelor,133428.64,1.6,1.3,93.0,72,0,On Leave,83,0.18,8.9
EMP-00929,Finance,Central,Specialist,2022-12-28,Female,White,64,Associate,141370.86,4.2,3.0,92.0,72,0,Terminated,22,0.92,2.0
EMP-00930,HR,Central,Coordinator,2021-01-05,Non-Binary,White,45,Bachelor,100626.26,4.7,3.2,54.0,155,0,Active,31,0.45,4.0
EMP-00931,Sales,West,Analyst,2023-11-16,Male,White,37,Master,84942.09,1.0,3.0,76.0,70,1,Active,77,0.01,1.1
EMP-00932,Operations,South,Senior Engineer,2024-07-15,Male,Hispanic,28,Bachelor,73105.62,4.4,4.9,44.0,59,1,Terminated,110,0.46,0.5
EMP-00933,Operations,Central,Senior Engineer,2021-05-20,Female,Hispanic,44,High School,110219.54,3.9,2.8,77.0,63,1,Active,51,0.01,3.6
EMP-00934,Finance,North,Engineer,2016-12-03,Female,Other,59,Bachelor,43609.76,3.7,3.2,25.0,59,0,Active,64,0.79,8.1
EMP-00935,Marketing,South,VP,2017-10-28,Female,Black,52,Master,41392.99,2.7,2.2,90.0,98,0,Terminated,71,0.37,7.2
EMP-00936,R&D,South,Manager,2016-01-24,Female,Other,63,Bachelor,167642.76,2.3,2.0,79.0,35,0,Active,35,0.61,8.9
EMP-00937,Finance,North,Senior Engineer,2021-09-23,Female,White,40,Bachelor,124857.36,2.6,4.3,74.0,174,0,Active,110,0.77,3.3
EMP-00938,Marketing,Central,Engineer,2018-08-21,Male,Hispanic,25,Bachelor,164993.87,3.4,4.7,81.0,165,0,On Leave,69,0.03,6.4
